ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
GB312,"лӣһченҍ суэй, лōӈӈнэһчек.",,lʲiː-hʧ-enʲ suəj ɫoːŋːn-əhʧ-ek,be-COND-3PL wing.NOM.PL fly-COND-2SG,"If you had wings, you would fly away",UCKSPT:Mechkina2014_txt9_31
GB323-1,,,nuəjːt lʲiː puadː-ma,shaman.NOM.SG be.PRS.3SG come-PST.PTCP,The shaman came! {Said by a person who sees the sorcerer but did not see how he had come.},Kosheleva 2024:19
GB323-2,,,munː jaxxːa lʲaː puadː-ma pəːr̥ʲːtʲ-e ʧofta maŋːəlʲdʲ,1SG.NOM yesterday be.NPST.1SG come-PTCP.PST house-DAT.SG very late,"[It turns out] yesterday, I came home very late! {The speaker does not remember at what time she came home yesterday.} ",Maria Kosheleva (p.c. 2024)
GB327,,,munː kɒːwːn-ə tənː paːrʲnʲ kuː poːr-ə wuəɲʧ,1SG.NOM find-PST.1SG this.ACC.SG boy.ACC.SG which.NOM.SG eat-PST.3SG meat.ACC.SG,I found the boy who had eaten the meat,Artyom Boiko (p.c. 2024)
GB333,лоагкь : кӯһтэмплоагкь : кӯһтлоагкь,,ɫɒgʲː : kuːht-əmp-ɫɒgʲː : kuːht-ɫɒgʲː,ten : two-above-ten : two-ten,ten : twelve : twenty,Kuruč 1985:161
GB408,,,soːnː kopʧ-e tʲiːŋk-ətʲ,3SG.NOM collect-PST.3SG mony-ACC.PL,She raised the money.,"Archive of the KarSC RAS, fund 1 inventory 5 file 204"
GB421,"Масьт то̄нн тēдак, штэ тамьпе кӯлль лӣ?",,masʲtʲ toːnː tʲeːd-ak ʃtə tamʲpʲe kuːlʲː lʲiː,what.LOC.SG 2SG.NOM know-PRS.2SG that there fish.NOM.SG be.PRS.3SG,How do you know there are fish in there?,UCKSPT:Mechkina2014_txt11_25
GB433,вӣлльян : вӣлльянт : вӣлльесь,,vʲiːlʲːj-an : vʲiːlʲːj-ant : vʲiːlʲːj-esʲ,brother.NOM.SG-POSS.1 : brother.NOM.SG-POSS.2 : brother.NOM.SG-POSS.3,my/our brother : your brother : his/her/their brother,Anton Buzanov (p.c. 2024)
GB519,Анҍ со̄нн пуадт!,,anʲ soːnː puadː,IMP 3SG.NOM come.PRS.3SG,Let him come to us!,Kuruč 1985:27
GB522,"Эйй тӣдҍ, кōххт тэнн кудт альк  пайнэ",,əjː tʲiːdʲ koːxːt tənː kudː alʲkʲ pajn-e,NEG.3SG know.CNG how this.NOM.PL six son.NOM.PL raise-INF,(He) doesn’t know how to raise those six sons,Burov & Egorov 2023:160
