ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
GB074-2,manni̊v mietta jogi̊,,mann-i̊v mietta jogi̊,go-PRS.3PL along river.GEN.SG,They are going along the river,Genetz 1891:234
GB075-1,vanci ni̮t˙t˙ ni͔it˙ ja pi̮ɛd˙i͔i koada лi̮z,,vanc-i ni̮t˙t˙ ni͔it˙ ja pi̮ɛd˙-i͔i koada лi̮z,go-PST.3SG so girl.NOM.SG and come-PST.3SG hut.GEN.SG to,She went this way and came to the hut,Kert 1961:172
GB075-2,olmi̮ porri͔i ńi͔id ṕēză,,olmi̮ porr-i͔i ńi͔id ṕēză,man.GEN.SG eat-PTCP.PRS girl.GEN.SG about,About a girl eating people,Szabó 1967:140-141
GB080-1,vi̮lχtɛlgɛdi͔,,vi̮lχ-t-ɛl-gɛd-i͔,go.away-CAUS-FRQ-INCH-PST.3SG,she started to send often,Szabó 1967:136
GB080-2,pɛtlik'k'e,,pɛt-l-ik'k'e,come-FRQ-IMP.PL,Come visit us from time to time!,Tereshkin 2002:124
GB082-1,taaga̮m : taǵǵep : taaga̮k : taaǵǵeb́ed̜d̜e,,taag-a̮m : taǵǵ-ep : taag-a̮k : taaǵǵ-eb́ed̜d̜e,do-PRS.1SG : do-PRS.1PL : do-PRS.2SG : do-PRS.2PL,I do : we do : you do : ye do,Sammallahti manuscript
GB082-2,ma̮ni̮m : ma̮nni̮ṕ : ma̮ni̮k : ma̮nnb́ed̜d̜e,,ma̮n-i̮m : ma̮nn-i̮ṕ : ma̮n-i̮k : ma̮nn-b́ed̜d̜e,go-PRS.1SG : go-PRS.1PL : go-PRS.2SG : go-PRS.2PL,I go : we go : you go : ye go,Sammallahti manuscript
GB083-1,taaǵ̀ǵim : taaǵijm : taaǵ̀ǵik : taaǵijt,,taaǵ̀ǵ-im : taaǵ-ijm : taaǵ̀ǵ-ik : taaǵ-ijt,do-PST.1SG : do-PST.1PL : do-PST.2SG : do-PST.2PL,I did : we did : you did : ye did,Sammallahti manuscript
GB083-2,ma̮ǹ̜n̜im : ma̮n̜ijm : ma̮ǹ̜n̜ik : ma̮n̜ijt,,ma̮ǹ̜n̜-im : ma̮n̜-ijm : ma̮ǹ̜n̜-ik : ma̮n̜-ijt,go-PST.1SG : go-PST.1PL : go-PST.2SG : go-PST.2PL,I went : we went : you went : ye went,Sammallahti manuscript
GB089-1,son pi̮ə̑d̜i pa̭r̜ʿt̜e,,son pi̮ə̑d̜-i pa̭r̜ʿt̜-e,3SG.NOM come-PST.3SG home-DAT.SG,He came home,Itkonen and Europaeus 1931:287-291
GB089-2,mȯn pi̮ə̑ᴅ̜̀t̜ėᵐ,,mȯn pi̮ə̑ᴅ̜̀t̜-ėᵐ,1SG.NOM come-PST.1PL,I came,Itkonen and Europaeus 1931:292-296
GB091-1,ton ma̭n̜n̜e ťš́a̭ⁱ́s̜̄k͕ėᵍk mȯna̮,,ton ma̭n̜n̜-e ťš́a̭ⁱ́s̜̄k͕-ėᵍk mȯn-a̮,2SG.NOM what-DAT.SG hit-PST.2SG 1SG-ACC,Why did you hit me?,Itkonen and Europaeus 1931:281-283
GB091-2,sii̭ và͕l̜̄ᵈt̜ėn sìnα,,sii̭ và͕l̜̄ᵈt̜-ėn sìn-α,3PL.NOM take-PST.3PL 3PL-ACC,They take them,Itkonen and Europaeus 1931:321-323
GB111-1,taaǵǵeb́ed̜d̜e : ta̮ggl̜eb́b́e(d),,taaǵǵ-eb́ed̜d̜e : ta̮gg-l̜-eb́b́e(d),make-PRS.2PL : make-FRQ-PRS.2PL,ye do [it] : ye do [it] from time to time,Sammallahti manuscript
GB111-2,taaǵ̀ǵi(d) : ta̮ggliǵǵid,,taaǵ̀ǵ-i(d) : ta̮gg-l-iǵǵid,make-IMP.PL : make-FRQ-IMP.PL,let them do [it] : let them do [it] from time to time,Sammallahti manuscript
GB113,ȯaᴅtā͕ɔ̄t̜eᵈ < ᵛi̮ə̑ᴅ̜t̜eᵈ,,ȯaᴅt-ā͕ɔ̄t̜-eᵈ < ᵛi̮ə̑ᴅ̜t̜-eᵈ,sleep-CAUS-INF < sleep-INF,to put to bed < to sleep,Itkonen 1958:763-764
GB114-1,juɢktaᴅta̮ᵈ < juɔ̄t̜eᵈ,,juɢk-t-aᴅt-a̮ᵈ < juɔ̄-t̜-eᵈ,drink-CAUS-REFL-INF < drink-CAUS-INF,to get drunk < to give to drink,Itkonen 1958:397-398
GB114-2,ma͕ī̭ᵍka̮ᵈ ; ma͕ī̭ᵍkoajᵃ < ma͕ī̭ᵍkaᵈ,,ma͕ī̭ᵍk-a̮ᵈ ; ma͕ī̭ᵍk-oajᵃ < ma͕ī̭ᵍk-aᵈ,kill-REFL.INF ; kill-REFL.PRS.3SG < kill-INF,to die ; dies < to kill,Itkonen 1958:233
GB115-1,ujnlatti̊- < ujne-,,ujn-l-atti̊- < ujne-,see-FRQ-REFL- < see-,to see each other < to see,Genetz 1891:147
GB115-2,sievtčatti̊- < sievte-,,sievt-č-atti̊- < sievte-,swear-FRQ-REFL- < swear-,to quarrel with each other < to swear,Genetz 1891:92
GB117-1,nii̯ᵈt́ės li t́š́īᴅtɑ moᴅ́t́š́es,,nii̯ᵈt́-ės li t́š́īᴅtɑ moᴅ́t́š́es,girl.NOM.SG-POSS.3 be.PRS.3SG very beautiful,His daughter is very beautiful,Sienkiewicz-Gudkova 1960
GB117-2,tᵘon лȧgḱ šuvvȧ pā͕ŕńa,,tᵘon лȧ-gḱ šuvvȧ pā͕ŕńa,2SG.NOM be-PRS.2SG good boy.NOM.SG,You are a good boy,Sienkiewicz-Gudkova 1960
GB120-1,mi li ton˙n˙i͔ tagazain al'k'an'im,,mi li ton˙n˙-i͔ tag-az-ain al'k'-an'-im,what.NOM.SG be.PRS.3SG 2SG-DAT do-MOM-PTCP.PST son-DIM.NOM.SG-POSS.1,"What has happened to you, my son?",Kert 1961:184
GB120-2,"jⁱeʙpeᵈ лȧ tīᴅ̜t̜emėn, ťš́u͕d̜ɛ lieb pȯaᴅtᴬma̮in",,"jⁱeʙpeᵈ лȧ tīᴅ̜t̜e-mėn, ťš́u͕d̜ɛ lieb pȯaᴅtᴬ-ma̮in",NEG.2PL be.CNG know-PST.PTCP Chud.NOM.PL be.PRS.3PL come-PST.PTCP,Do you already know that Chuds (mythical enemies) have come?,Itkonen and Europaeus 1931:302-304
GB121,tɛssɛl' kɛs l'anči jaллаmain˙ lin˙ ki̮kt˙ v'il'j,,tɛssɛl' kɛs l'anči jaлла-main˙ lin˙ ki̮kt˙ v'il'j,long.time.ago when INDEF live-PTCP.PST be.PST.3PL two brother.GEN.SG,"Once upon a time, there lived two brothers",Kert 1961:183
GB130-1,sii̯ vi̮l̄'gḱin,,sii̯ vi̮l̄'gḱ-in,3PL.NOM go.out-PST.3PL,They went out,Sienkiewicz-Gudkova 1960
GB130-2,ťš́u͕d̜ɛ lieb pȯaᴅtᴬma̮in,,ťš́u͕d̜ɛ lie-b pȯaᴅtᴬ-ma̮in,Chud.NOM.PL be.PRS.3PL come-PST.PTCP,Chuds (mythical enemies) have come,Itkonen and Europaeus 1931:302-304
GB132-1,āɔ̄k͕es pii̯jì tᵘoлi̮,,āɔ̄k͕-es pii̯j-ì tᵘoлi̮,old.woman.NOM.SG-POSS.3 put-PST.3SG fire.ACC.SG,His wife made a fire,Sienkiewicz-Gudkova 1960
GB132-2,kà͕lȧś pii̯jì kol't́ɛ oлmi̮ sāńńi,,kà͕lȧś pii̯j-ì kol't́ɛ oлmi̮ sāńń-i,old.man.NOM.SG put-PST.3SG golden man.ACC.SG sledge-DAT.SG,The old man put the Golden Man to the sledge,Sienkiewicz-Gudkova 1960
GB134,"son tōgi̮ v́edža ja ujnă, uštɛ̆ olmi̮j ĺaššă",,"son tōgi̮ v́edž-a ja ujn-ă, uštɛ̆ olmi̮j ĺašš-ă",3SG.NOM there run-PRS.3SG and see-PRS.3SG that man.NOM.SG lie-PRS.3SG,She runs there and sees that a man is lying down,Szabó 1968:56
GB135-1,ujni͔ uštɛ tōĺij pɛllaj,,ujni͔ uštɛ tōĺij pɛlla-j,see-PST.3SG that fire.NOM.SG burn-PST.3SG,She saw a fire burning,Szabó 1968:42
GB135-2,"varrtɛv ja uinɛv moddžes, moddžes nɛzɛn",,"varrt-ɛv ja uin-ɛv moddžes, moddžes nɛzɛn",look-PRS.3PL and see-PRS.3PL beautiful beautiful woman.ACC.SG,They look and see a very beautiful woman,Szabó 1968:132
GB139-1,jⁱel̜l̜eᵈ jevdiekked,,jⁱel̜l̜eᵈ jevd-iekked,PROH.PL make.noise-IMP.PL,Don't make noise,Itkonen and Europaeus 1931:307-310
GB139-2,jogta mi͔i jebʙ ši̮l' kī̮l'e,,jog-ta mi͔i jebʙ ši̮l' kī̮l'e,river-ABE.SG 1PL.NOM NEG.1PL catch.CNG fish.ACC.SG,We cannot fish without a river,Szabó 1968:97
GB140-1,jėллa ni a̭k̄t jĭer̜̄ᵍk͕ɛ pòrrma̮in,,jėл-лa ni a̭k̄t jĭer̜̄ᵍk͕ɛ pòrr-ma̮in,NEG.3SG-be.CNG NEG one male.reindeer.ACC.SG eat-PTCP.PST,Not a single deer was eaten,Itkonen and Europaeus 1931:297-301
GB140-2,algaj jella kidki̮ḿeśt,,algaj jel-la kidki̮ḿ-eśt,son.NOM.SG NEG.3SG-be.CNG cradle-LOC.SG,The son is not in the cradle,Szabó 1968:40
GB140-3,"must ĺi vigɢ, a tost jellă",,"must ĺi vigɢ, a tost jel-lă",1SG.LOC be.PRS.3SG craft.NOM.SG but 2SG.LOC NEG.3SG-be.CNG ,I have powers and you don't,Szabó 1968:110
GB140-4,koambaine pā͕rnai̭ jȧллȧ tīrvn,,koambaine pā͕rna-i̭ jȧл-лȧ tīrvn,one.of.two child-GEN.SPL NEG.3SG-be.CNG healthy,One of the two children is not well,Itkonen and Europaeus 1931:307-310
GB147-1,ka̭ɢkoajᵃ,,ka̭ɢk-oajᵃ,chafe-PASS.PRS.3SG,is chafed,Itkonen 1958:82
GB147-2,ka̭ṷ̄noajᵃ,,ka̭ṷ̄n-oajᵃ,find-PASS.PRS.3SG,is found,Itkonen 1958:98
GB155-1,port̜t̜eᵈ < porra̮ᵈ,,por-t̜t̜-eᵈ < porr-a̮ᵈ,eat-CAUS-INF < eat-INF,to feed < to eat,Itkonen 1958:397-398
GB155-2,juɔ̄t̜eᵈ < juɢka̮ᵈ,,juɔ̄-t̜-eᵈ < juɢk-a̮ᵈ,drink-CAUS-INF < drink-INF,to give to drink < to drink,Itkonen 1958:71-72
GB185-1,tutti͔ toll : tuḱḱi tōli̮,,tutti͔ toll : tuḱḱi tōl-i̮,that.NOM.SG fire.NOM.SG : that.NOM.PL fire-NOM.PL,that fire : those fires,Szabó 1968:103
GB185-2,taḿḿi ri̮ɴtɛ̆ : tajt ri̮ɴdɛ̆t,,taḿḿi ri̮ɴt-ɛ̆ : tajt ri̮ɴd-ɛ̆t,this.ACC.SG shore-ACC.SG : this.ACC.PL shore-ACC.PL,this shore : these shores,Szabó 1968:103
GB187-1,ā͕ᵍkai̯ < ǡɔ̄k͕ɛ,,ā͕ᵍk-ai̯ < ǡɔ̄k͕ɛ,old.woman-DIM.NOM.SG < old.woman.NOM.SG,old woman (polite) < old woman,Itkonen 1958:7
GB187-2,a̭лgai̯ < a̭l̜̄ᵍk͕ᵋ,,a̭лg-ai̯ < a̭l̜̄ᵍk͕ᵋ,son-DIM.NOM.SG < son.NOM.SG,small (lovely) son < son,Itkonen 1958:9
GB193-1,šuvvă li̮hksij,,šuvvă li̮hks-ij,good work-PTCP.PRS,a good worker,Szabó 1968:102
GB193-2,šūr jāvŕe,,šūr jāvŕe,big lake.NOM.SG,a big lake,Szabó 1968:102
GB203,ńiȧvai̯ pe̮ᵍk tsàŕᵈt́,,ńiȧva-i̯ pe̮ᵍk tsàŕᵈ-t́,invite-PST.3SG all tsar-ACC.PL,He invited all tsars,Sienkiewicz-Gudkova 1960
GB204-1,ji̮ɢ͕k͕ɛ,,,,every,Itkonen 1958:72
GB204-2,pi̮ᵍk,,,,all,Itkonen 1958:404
GB252-1,sist lei̯ pi̮əl'l'a͕,,sist lei̯ pi̮əl'l'a͕,3PL.LOC be.PST.3SG field.NOM.SG,They had a field,Sienkiewicz-Gudkova 1960
GB252-2,tsaʀst lei̯ aлgai̯,,tsaʀ-st lei̯ aлg-ai̯,tsar-LOC.SG be.PST.3SG son-DIM.NOM.SG,The tsar had a son,Sienkiewicz-Gudkova 1960
GB257,a̭ᴅ't'e ton sȯn'n'e ki̮i̯ji̮ ma̭n̄ᵍk,,a̭ᴅ't'e ton sȯn'n'-e ki̮i̯j-i̮ ma̭n̄-ᵍk,now 2SG.NOM 3SG-DAT husband-DAT.SG go-PRS.2SG,Will you marry him now?,Kert 1961:204
GB260-1,mȯn'n'e mai̯na̮zi̮ ju͕ᵈtaᵍk - ju͕ᵈtam mai̯nᵃz'ii̯ᵈt,,mȯn'n'-e mai̯na̮z-i̮ ju͕ᵈt-aᵍk - ju͕ᵈt-am mai̯nᵃz'-ii̯ᵈt,1SG-DAT story-ACC.SG tell-PRS.2SG - tell-PRS.1SG story-ACC.PL,Will you tell me a story? - I'll tell you stories,Kert 1961:200
GB260-2,ji̮k vɛi tonn mi̮n˙n˙i͔ sarnad˙ koh't˙,,ji̮k vɛi tonn mi̮n˙n˙-i͔ sarn-ad˙ koh't˙,NEG.2SG can.CVB 2SG.NOM 1SG-DAT speak-INF how,Can you tell me how [your brother got rich]?,Kert 1961:184
GB264,jĭenna̮g͕ li pi̮ᴅta mī̮rᵈt ťš́ī̮ɔ̄pa̮ᵈ,,jĭenna̮g͕ li pi̮ᴅta mī̮rᵈ-t ťš́ī̮ɔ̄pa̮ᵈ,many Q need tree-ACC.PL cut.down-INF,Do you need to cut down a lot of trees?,Itkonen and Europaeus 1931:296-297
GB273-1,mirr al'ampa parti,,mirr al'-ampa part-i,tree.NOM.SG high-CMPR house-PRT,The tree is taller than the house,Tereshkin 2002:115
GB273-2,poaz vaht'amp paлtaza,,poaz vaht'-amp paлtaz-a,reindeer.NOM.SG fast-CMPR wolf-PRT,The reindeer is faster than the wolf,Tereshkin 2002:115
GB275-1,kos't lev ki̮s's'ampɛ oлmɛ,,kos't le-v ki̮s's'-ampɛ oлmɛ,where be-PRS.3PL rich-CMPR man.NOM.PL,[Important guests go] where the people are richer,Kert 1961:169
GB275-2,pɛrźampi̮ ńi͔iti͔śśi sāri̮ntă,,pɛrź-ampi̮ ńi͔it-i͔ś-śi sāri̮nt-ă,old-CMPR daughter-POSS.3-DAT.SG speak-PRS.3SG,She tells to her older daughter...,Szabó 1968:50
GB298-1,jim jug : jik jug : ji jug,,ji-m jug : ji-k jug : ji jug,NEG-1SG drink.CNG : NEG-2SG drink.CNG : NEG.3SG drink.CNG,I don't drink : you don't drink : (s)he doesn't drink,Szabó 1968:115
GB298-2,jebʙ vi̮ĺḱ : jeb́ʙ́e vi̮ĺḱ : jev vi̮ĺḱ,,je-bʙ vi̮ĺḱ : je-b́ʙ́e vi̮ĺḱ : je-v vi̮ĺḱ,NEG-1PL walk.CNG : NEG-2PL walk.CNG : NEG-3PL walk.CNG,we don't drink : ye don't drink : they don't drink,Szabó 1968:115
GB305,pi̮dˈda̮ la̮hˈki̮ jiiǯ́ˈǯ́is ma̮jˈt-ńid̜ˈd̜e,,pi̮dˈd-a̮ la̮hˈk-i̮ jiiǯ́ˈǯ́is ma̮jˈt-ńid̜ˈd̜e,come-PRS.1SG do-INF self-POSS.3 what.ACC.PL-PTCL,I came to do something for myself,Sammallahti manuscript
GB306,pahki̮n˙ pi̮n˙n˙ad˙ kan'c'e kan'dzas',,pahk-i̮n˙ pi̮n˙n˙-ad˙ kan'c'e kan'dz-as',order-PST.3PL care-INF friend.NOM.SG friend.ACC.SG-POSS.3,They told us to take care of each other,Kert 1961:171
GB312-1,t̜eeda̮č́ : t̜iid̜ińč́a̮ : t̜eeda̮s̜,,t̜eed-a̮č́ : t̜iid̜-ińč́-a̮ : t̜eed-a̮s̜,know-COND.3SG : know-POT-PRS.3SG : know-IMP.3SG,she would know : she could now : let her know,Sammallahti manuscript
GB312-2,l̜ih̀č́in : l̜iń̀č́iv : l̜aagga̮z,,l̜i-h̀č́-in : l̜i-ń̀č́-iv : l̜aa-gga̮z,be-COND-3PL : be-POT-3PL : be-IMP.3PL,they would have been : they could be : let them be,Sammallahti manuscript
GB327,vanzas't˙ kom siji̮ ki̮dḓi̮n˙ jɛd'ž́es' ja jɛn˙es',,vanz-a-s't˙ kom sij-i̮ ki̮dḓ-i̮n˙ jɛd'ž́-es' ja jɛn˙-es',boat-DIM-LOC.SG which.ACC.SG 3PL-DAT leave-PST.3PL father.NOM.SG-POSS.3 and mother.NOM.SG-POSS.3,...in the boat their father and mother left them,Kert 1961:171
GB333-1,vi̮ᴅtᴬ : vi̮ᴅtamлoɢ͕k͕ɛ : vi̮ᴅtлoɢ͕k͕ɛ,,vi̮ᴅtᴬ : vi̮ᴅt-am-лoɢ͕k͕ɛ : vi̮ᴅt-лoɢ͕k͕ɛ,five : five-CMPR-ten : five-ten,five : fifteen : fifty,Itkonen 1958:277
GB333-2,ńiel̀'l'e : ńiel̀'l'ɒmлoɢ͕k͕ɛ : ńiel̀'l'eлoɢ͕k͕ɛ,,ńiel̀'l'e : ńiel̀'l'-ɒm-лoɢ͕k͕ɛ : ńiel̀'l'e-лoɢ͕k͕ɛ,four : four-CMPR-ten : five-ten,four : fourteen : fourty,Itkonen 1958:758
GB408-1,mi͔i ui̯nɛp taḿḿi ri̮ɴtɛ̆,,mi͔i ui̯nɛp taḿḿi ri̮ɴtɛ̆,1PL.NOM see-PRS.1PL this.ACC.SG shore.ACC.SG,We see this shore,Szabó 1968:103
GB408-2,si͔i ui̯ni͔n akkat,,si͔i ui̯ni͔n akkat,3PL.NOM see-PST.3PL old.woman-ACC.PL,The saw the old women,Szabó 1968:96
GB421,ja mas't˙ t'id˙d˙iš ušti̮ oaije v'il'l'es kavni̮d˙ kɛs't˙n˙i͔,,ja mas't˙ t'id˙d˙-iš ušti̮ oaij-e v'il'l'-es kavn-i̮d˙ kɛs't˙-n˙i͔,and what.LOC.SG know-PST.IPS that can-PST.3SG brother.ACC.SG-POSS.3 find-INF where-NEG,And how did they know that the brothers could be found somewhere.,Kert 1961:172
GB433-1,jeaǯ́ǯ́a̮m : jeaǯ́ǯ́a̮nt : jieǯ́ǯ́es,,jeaǯ́ǯ́-a̮m : jeaǯ́ǯ́-a̮nt : jieǯ́ǯ́-es,father.NOM.SG-POSS.1 : father.NOM.SG-POSS.2 : father.NOM.SG-POSS.3,my\our father : your father : his\her\their father,Sammallahti manuscript
GB433-2,a̮l̀ka̮m : a̮l̀ka̮nt : a̮l̜̀ḱes,,a̮l̀k-a̮m : a̮l̀k-a̮nt : a̮l̜̀ḱ-es,son.NOM.SG-POSS.1 : son.NOM.SG-POSS.2 : son.NOM.SG-POSS.3,my\our sons : your sons : his\her\their sons,Sammallahti manuscript
GB519-1,лi̮š't sij porriv,,лi̮š't sij porr-iv,PTCL.IMP 3PL.NOM eat-PRS.3PL,Let them eat,Tereshkin 2002:125
GB519-2,an'n' sonn s'irra,,an'n' sonn s'irr-a,PTCL.IMP 3SG.NOM play-PRS.3SG,Let him play,Tereshkin 2002:125
GB522-1,pi̯ɔ̄t́im vaʀs ᵛi̮ənᴅ́ž́ɛ,,pi̯ɔ̄t́-im vaʀs ᵛi̮ənᴅ́ž́ɛ,bring-PST.1SG fresh meat.ACC.SG,I brought fresh meat,Sienkiewicz-Gudkova 1960
GB522-2,ma̭n̜ jėᵍk pī̮ᵈt̜̀ kī̮l̜ɛ,,ma̭n̜ jėᵍk pī̮ᵈt̜̀ kī̮l̜ɛ,what.NOM.SG NEG.2SG bring.CNG fish.ACC.SG,Why didn't you bring the fish?,Itkonen and Europaeus 1931:284-285
