ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
GB070,Ме гижа вонöлö письмо,me giʒɑ vonɘlɘ piɕmo,me giʒ-ɑ von-ɘ-lɘ piɕmo,1SG write-PRS.1SG brother-POSS.1SG-DAT letter-ACC,I'm writing a letter to my brother,Lytkin 1962:185
GB071-1,Сiйö корöмась собраннё вылö,sijɘ korɘmɑɕ sobrɑɲɲo vɨlɘ,si-jɘ kor-ɘmɑɕ sobrɑɲɲo vɨlɘ,3SG-ACC call-2PST.3PL meeting PP,He was called to a meeting,Gribanov 1940:132
GB071-2,Саня Самарцев сылö отсалö,sɑɲɑ sɑmɑrt͡sev sɨlɘ otsɑlɘ,sɑɲɑ sɑmɑrt͡sev sɨ-lɘ otsɑl-ɘ,Sanya Samarcev he-DAT help-PRS.3SG,Sanya Samarcev helps him,Gribanov 1940:128
GB072,Ошшес олöны вöрын,oʃʃes olɘnɨ vɘrɨn,oʃ-ʃ-es ol-ɘnɨ vɘr-ɨn,bear-EP-PL live-PRS.3PL forest-INE,Bears live in a forest,Lytkin 1962:189
GB073,миянкöт,mijɑnkɘt,mijɑn-kɘt,1PL-CMPR,with us,Lytkin 1962:234
GB075,керку дынын,kerku dɨnɨn,kerku dɨnɨn,hous PP,near the house,Lytkin 1962:302
GB080,керлывлыны,kerlɨvlɨnɨ,ker-lɨvlɨ-nɨ,do-FRQ-INF,to do repeatedly,Lytkin 1962:258
GB082,мунан,munɑn,mun-ɑn,go-PRS.2SG,you are going,Lytkin 1962:251
GB083,мунiн,munin,mun-in,go-PST.2SG,you went,Lytkin 1962:252
GB086,вурыштны,vurɨʃtnɨ,vur-ɨʃt-nɨ,sew-PFV-INF,to finish sewing,Lytkin 1962:260
GB089,сiя гижö,sijɑ giʒɘ,sijɑ giʒ-ɘ,3SG write-PRS.3SG,(s)he is writing,Lytkin 1962:246
GB113,пыртны,pɨrtnɨ,pɨr-t-nɨ,enter-TR-INF,to lead in,Lytkin 1962:271
GB114-1,вевттисьны,vevcciɕnɨ,vevcci-ɕ-nɨ,cover-REFL-INF,to cover oneself,Lytkin 1962:264
GB114-2,гажöтчыны,gɑʒɘtt͡ɕɨnɨ,gɑʒɘt-t͡ɕ-ɨnɨ,amuse-REFL-INF,to amuse oneself,Lytkin 1962:265
GB115-1,кольласьны,koʎlɑɕnɨ,koʎl-ɑɕ-nɨ,see.off-RECP-INF,to bid farewell,Lytkin 1962:265
GB115-2,торйöтчыны,torjɘtt͡ɕɨnɨ,torjɘt-t͡ɕ-ɨnɨ,divide-RECP-INF,to part from,Lytkin 1962:265
GB117,вöлi велöтiсьöн,vɘli velɘtiɕɘn,vɘli velɘtiɕ-ɘn,COP teacher-INS,I/(S)he was a teacher,Lytkin 1962:254
GB121-1,понда велöтчыны,pondɑ velɘtt͡ɕɨnɨ,pond-ɑ velɘtt͡ɕ-ɨnɨ,will-PRS/FUT.1SG learn-INF,I will learn,Lytkin 1962:254
GB121-2,мöда велöтчыны,mɘdɑ velɘtt͡ɕɨnɨ,mɘd-ɑ velɘtt͡ɕ-ɨnɨ,will-PRS/FUT.1SG learn-INF,I will learn,Gribanov 1940:155
GB122,лыйны-котöртны,lɨjnɨ-kotɘrtnɨ,lɨj-nɨ-kotɘrt-nɨ,shoot-INF-run-INF,to run fast,Lytkin 1962:278
GB123-1,гöрд видзны,gɘrd vid͡ʑnɨ,gɘrd vid͡ʑ-nɨ,red hold-INF,to appear red,Lytkin 1962:277
GB123-2,трек керны,trek kernɨ,trek ker-nɨ,tug do-INF,to give a tug,Batalova and Krivoshchёkova-Gantman 1965:488
GB126,менам эм нянь,menɑm em ɲɑɲ,menɑm em ɲɑɲ,1SG.GEN EX.COP bread,I have bread,Mayshev 1940:63
GB132,Ме велöта немецкöй кыв,me velɘtɑ ɲemet͡skɘj kɨv,me velɘt-ɑ ɲemet͡skɘj kɨv,1SG learn-PRS.1SG german language.ACC,I'm learning German,Karavaev et al. 1940:24
GB134,"Нiя, кин талун гижисö ""отлично"" вылö...",nijɑ kin tɑlun giʒisɘ otʎit͡ɕno vɨlɘ,nijɑ kin tɑlun giʒ-isɘ otʎit͡ɕno vɨlɘ,those who today write-PST.3PL excellent PP,Those who wrote a perfect score today...,Karavaev et al. 1940:75
GB135,"Мийö бура тöдам, что бур кöдзысöн кöдзан – бур лоас и сю",Mijɘ burɑ tɘdɑm ʃto bur kɘd͡ʑɨsɘn kɘd͡ʑɑn bur loɑs i ɕu,Mijɘ bur-ɑ tɘd-ɑm ʃto bur kɘd͡ʑɨs-ɘn kɘd͡ʑ-ɑn bur lo-ɑs i ɕu,1PL good-DER know-PRS.1PL that good seeds-INSTR sow-FUT.2SG good will.be-FUT.3SG PTCL grain,"We know well that if you sow good seeds, the grain will also be good",Karavaev et al. 1940:73
GB139-1,он гиж,on giʒ,on giʒ,NEG.PRS.2SG write.CNG.SG,You don't write,Lytkin 1962:253
GB139-2,Эн гиж!,en giʒ,en giʒ,NEG.IMP.2SG write.CNG.SG,Don't write!,Lytkin 1962:254
GB147,Ыббес вевттисисö сук зелёнöй петассэзöн,ɨbbes vevcciɕisɘ suk ʑeʎonɘj petɑssezɘn,ɨb-b-es vevcciɕ-isɘ suk ʑeʎonɘj petɑs-s-ez-ɘn,field-EP-PL get.covered-PST.3PL rank green plantlet-EP-PL-INS,The fields were covered with rank green plantlet,Lytkin 1962:266
GB148,Инькаэз одз мунiсö ытшкисьны,iɲkɑez od͡ʑ munisɘ ɨt͡ʃkiɕnɨ,iɲkɑ-ez od͡ʑ mun-isɘ ɨt͡ʃk-iɕ-nɨ,woman-PL early go-PST.3PL mow-ANTIP-INF,The women went early to mow,Batalova and Krivoshchёkova-Gantman 1985:583
GB152-1,Школаын велöтчытöдз Ваня олiс деревняын,ʃkolɑɨn velɘtt͡ɕɨtɘd͡ʑ vɑɲɑ olis ɟerevɲɑɨn,ʃkolɑ-ɨn velɘtt͡ɕ-ɨtɘd͡ʑ vɑɲɑ ol-is ɟerevɲɑ-ɨn,school-INE study-CVB.SEQ Vanya live-PST.3SG village-INE,"Before studying in school, Vanya lived in the village",Lytkin 1962:280
GB152-2,Школаись локтiкö ме пыралi библиотекаö,ʃkolɑiɕ loktikɘ me pɨrɑli bibʎiocekɑɘ,ʃkolɑ-iɕ lokt-ikɘ me pɨr-ɑl-i bibʎiocekɑ-ɘ,school-ELA come-CVB.SIM 1SG enter-SMLF-PST.1SG liberary-INE,"On my way from school, I peeped into a library",Gribanov 1940:180
GB155,горзöтны,gorzɘtnɨ,gorz-ɘt-nɨ,cry-CAUS-INF,to make smb cry,Lytkin 1962:269
GB160,паськыт-паськыт,pɑɕkɨt-pɑɕkɨt,,large-large,very large,Lytkin 1962:216
GB187,пуок,puok,pu-ok,tree-DIM,small tree,Lytkin 1962:208
GB193,кыз пу,kɨz pu,kɨz pu,thick tree,thick tree,Lytkin 1962:211
GB203,Кöр быдöс советскöй школьниккез пондöтасö виль велöтчан год…,kɘr bɨdɘs sovetskɘj ʃkoʎɲikkez pondɘtɑsɘ viʎ velɘtt͡ɕɑn god,kɘr bɨdɘs sovetskɘj ʃkoʎɲikk-ez pondɘt-ɑsɘ viʎ velɘtt͡ɕ-ɑn god,when all soviet schoolchild-PL start-FUT.3PL new learn-PTCP year[ACC],When all Soviet schoolchildren start the new school year...,Komi-Permyak corpus
GB204-1,быд,bɨd,,every,every,Lytkin 1962:243
GB204-2,быдöс,bɨdɘs,,all,all,Lytkin 1962:243
GB254,Анналöн эм кык сой,ɑnnɑlɘn em kɨk soj,ɑnnɑ-lɘn em kɨk soj,Anna-GEN EX two sister,Anna has two sisters,Lytkin 1962:185
GB257,Дак этö тэ йылiсь меным часöт висьталiсö?,dɑk etɘ te jɨliɕ menɨm t͡ɕɑsɘt viɕtɑlisɘ?,dɑk etɘ te jɨliɕ menɨm t͡ɕɑsɘt viɕtɑl-isɘ?,so that you about 1SG.DAT now tell-PST.3PL,So you're the one they just told me about?,Karavaev et al. 1940:5
GB264,Тöдан ли тэ сiйö мортсö?,tɘdɑn ʎi te sijɘ mortsɘ,tɘd-ɑn ʎi te sijɘ mort-sɘ,know-PRS.2SG Q you that people-ACC.POSS.3SG,Do you know that people?,Karavaev et al. 1940:5
GB273,Эта пуыс мöдiк пуэс сьöртi ёнжык,etɑ puɨs mɘdik pues ɕɘrti jonʒɨk,etɑ pu-ɨs mɘdik pu-es ɕɘrti jon-ʒɨk,this tree-POSS.3SG other tree-PL as strong-CMPR,This tree is stronger than other trees,Lytkin 162:215
GB275,Баляся ыджытжык мöс,bɑʎɑɕɑ ɨd͡ʒɨtʒɨk mɘs,bɑʎɑ-ɕɑ ɨd͡ʒɨt-ʒɨk mɘs,sheep-CMPR big-CMPR cow,A cow is bigger than a sheep,Mayshev 1940:47
GB286,Тэ коран Петров понда?,te korɑn petrov pondɑ,te kor-ɑn petrov pondɑ,2SG ask-PRS.2SG petrov for,Are you asking for Petrov?,Karavaev et al. 1940:6
GB296,Öтöрас дзирс пемыт,ɘtɘrɑs d͡ʑirs pemɨt,ɘtɘr-ɑs d͡ʑirs pemɨt,outdoors-INE.POSS.3SG totally dark,It's totally dark outside,Lytkin 1962:326
GB299,Тэ абу мунöмыт,te ɑbu munɘmɨt,te ɑbu mun-ɘm-ɨt,2SG PTCL go-PST2-2SG,You haven't left,Mayshev 1940:63
GB301,Мийö Ванякöт пондiм вуграсьны.,mijɘ vɑɲɑkɘt pondim vugrɑɕnɨ,mijɘ vɑɲɑ-kɘt pond-im vugrɑɕ-nɨ,we Vanya-COM start-PST.1PL fish.with.rod-INF,Vanya and I started fishing with a rod.,Gribanov 1940:75
GB305,… медбы нiя вермисö быдсö асьнысö да ассиныс кужöмсö мыччавны,medbɨ nijɑ vermisɘ bɨdsɘn ɑɕnɨsɘ dɑ ɑsɕinɨs kuʒɘmsɘ mɨt͡t͡ɕɑvnɨ,medbɨ nijɑ verm-isɘ bɨdsɘn ɑɕ-nɨsɘ dɑ ɑs-ɕinɨs kuʒ-ɘm-sɘ mɨt͡t͡ɕɑv-nɨ,so.that they can-PST.3PL fully self-ACC.POSS.3PL and own-ABL.POSS.3PL be.able-NMLZ-ACC.POSS.3SG show,…so that they could show themselves and their skills,Gribanov 1940:135
GB312-1,мунö,munɘ,mun-ɘ,go-IMP.PL,go!,Lytkin 1962:249
GB312-2,кежалам-ко,keʒɑlɑm-ko,keʒɑl-ɑm-ko,turn.into-PRS.1PL-IMP,let's turn into!,Lytkin 1962:250
GB323,сiя мунöма,sijɑ munɘmɑ,sijɑ mun-ɘm-ɑ,3SG go-PST2-3SG,(s)he has allegedly gone,Lytkin 1962:250
GB325-1,кыным,kɨnɨm,,how.many,how many,Lytkin 1962:239
GB325-2,мымда,mɨmdɑ,,how.much,how much,Lytkin 1962:239
GB328,Ыджыт погодаöн пöрöтöм пуэз тыртiсö вöр туйсö,ɨd͡ʒɨt pogodɑɘn pɘrɘtɘm puez tɨrtisɘ vɘr tujsɘ,ɨd͡ʒɨt pogodɑ-ɘn pɘrɘt-ɘm pu-ez tɨrt-isɘ vɘr tuj-sɘ,strong wind-INS fell.down-PTCP tree-PL fill-PST.3PL forest road-ACC.POSS.3SG,Trees felled by strong wind blocked a forest road,Karavaev et al. 1940:98
GB333,кыкдас,kɨkdɑs,kɨk-dɑs,two-ten,twenty,Mayshev 1940:51
GB408,Весь синватö тэ эн кисьт,veɕ ɕinvɑte te en kiɕt,veɕ ɕin-vɑ-te te en kiɕt,in.vain eye-water-ACC.POSS.2SG you NEG.IMP.2SG shed.CNG.SG,Don't shed your tears in vain,Lytkin 1962:186
GB415,Тiйö висьталö,tijɘ viɕtɑlɘ,tijɘ viɕtɑl-ɘ,2SG tell-IMP,You (polite) tell!,Lytkin 1962:247
GB519,Öнi сэтчин ась велöтчö молодёжь,ɘni sett͡ɕin ɑɕ velɘtt͡ɕɘ moloɟoʒ,ɘni sett͡ɕin ɑɕ velɘtt͡ɕ-ɘ moloɟoʒ,now there IMP learn-PRS.3SG youth,Now it's a place for young people to learn,Lytkin 1962:316
GB521,"Кöр мийö локтiм кöр дынö, сiя вöлi кулöма ни","kɘr mijɘ loktim kɘr dɨnɘ, sijɑ vɘl kulɘmɑ ɲi","kɘr mijɘ lokt-im kɘr dɨnɘ, sijɑ vɘl-i kul-ɘmɑ ɲi",when 1PL come-PST.1PL deer to it be-PST.3SG dead-PTCP already,"When we came to the deer, it was already dead",Lytkin 1962:316
GB522,"Вия ме сiйö, вот видзöтö, порсьöс кыдз начкыла.",vijɑ me sijɘ vot vid͡ʑɘtɘ porɕɘs kɨd͡ʑ nɑt͡ɕkɨlɑ,vij-ɑ me sijɘ vot vid͡ʑɘt-ɘ porɕ-ɘs kɨd͡ʑ nɑt͡ɕkɨl-ɑ,kill-PRS/FUT.1SG I 3SG.ACC PTCL watch-IMP.2PL pig-ACC like slaughter-PRS/FUT.1SG,"I'll kill him/her, just watch, [I] slaughter [him/her] like a pig.",Lytkin 1962:187
