ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
GB083,elama : elasin,,ela-ma : ela-si-n,live-INF2 : live-PST-1SG,to live : I lived,Viht and Habicht 2019:116
GB089,meie puhkame,,meie puhka-me,1PL rest-1PL,we rest,Erelt and Metslang 2017:68
GB091,kass lakub piima,,kass laku-b piima,cat lick-3SG milk.PRT,cat is licking milk,Erelt and Metslang 2017:69
GB111,õppis vs. tuli,,õppi-s vs. tul-i,study-PST.3SG vs. come-PST.3SG,s/he studied vs. s/he came,Viht and Habicht 2019:180
GB113-1,hobune sööb,,hobune söö-b,horse eat-3SG,horse is eating,Kasik 2015:115
GB113-2,omanik söödab hobust,,omanik söö-da-b hobus-t,owner eat-CAUS-3SG horse-PRT,the owner is feeding the horse,Kasik 2015:115
GB114,poiss riietub,,poiss riiet-u-b,boy dress-REFL-3SG,A boy is getting dressed,Erelt and Metslang 2017:238
GB117,Taavi on õpetaja,,Taavi on õpetaja,Taavi be.3SG teacher,Taavi is a teacher,Erelt and Metslang 2017:278
GB119,ma oleksin teinud,,ma ole-ksi-n tei-nud,1SG be-COND-1SG do-ACT.PST.PTCP,I would have done,Erelt and Metslang 2017:162
GB121,töötan : olen töötanud,,tööta-n : ole-n tööta-nud,work-1SG : be-1SG work-ACT.PST.PTCP,I am working : I have been working,Viht and Habicht 2019:331
GB130,Poiss käib õhtuti jooksmas,,poiss käi-b õhtu-ti jooks-mas,boy go-3SG evening-ADV run-INF2.INE,The boy goes running in the evenings,Erelt and Metslang 2017:242
GB132,Ema armastab isa,,ema armasta-b isa,mother love-3SG father-PRT,Mother loves father,Erelt and Metslang 2017:242
GB134,"Ma usun, et Jüri sõitis hommikul Juhaniga Helsingisse",,ma usu-n et Jüri sõit-is hommiku-l Juhani-ga Helsingi-sse,1SG believe-1SG COMP Jüri drive-PST.3SG morning-ADE Juhan-COM Helsinki-ILL,I believe that Jüri drove to Helsinki with Juhan in the morning,Erelt and Metslang 2017:751
GB135-1,Me ehitasime maja,,me ehita-si-me maja,1PL build-PST-1PL house.GEN,We built a house,Erelt and Metslang 2017: 242
GB135-2,"Ma kuulsin, et sa olid haige",,ma kuul-si-n et sa ol-i-d haige,1SG hear-PST-1SG COMP you be-PST-2SG sick,I heard that you were sick ,Erelt and Metslang 2017:648
GB139-1,Täna ajalehed ei ilmu,,täna ajalehe-d ei ilmu,today newspaper-PL NEG appear.CNG,Newspapers will not be published today,Erelt and Metslang 2017:181
GB139-2,Ära tee rumalusi!,,ära tee rumalusi,PROH.2SG do stupidity.PL.PRT,Don't do anything stupid!,Erelt and Metslang 2017:181
GB140-1,Ta silmad ei ole sinised ,,ta silma-d ei ole sinise-d,3SG.GEN eye-PL NEG be.CNG blue-PL,His/her eyes are not blue,Erelt et al. 1993:158
GB140-2,Jaan ei ole kodus,,Jaan ei ole kodu-s,Jaan NEG be.CNG home-INE,Jaan is not at home,Erelt et al. 1993:156
GB140-3,Peetril ei ole suvilat,,Peetri-l ei ole suvila-t,Peeter-ADE NEG be.CNG summer.cottage-PRT,Peeter does not have a summer cottage,Erelt et al. 1993:158
GB147,Lauad saavad kaetud,,laua-d saa-vad kae-tud,table-PL get-3PL cover-PASS.PST.PTCP,tables will be laid,Erelt and Metslang 2017:221
GB184,ilusatest tüdrukutest,,ilusa-te-st tüdruku-te-st,pretty-PL-ELA girl-PL-ELA,from/about pretty girls,Erelt and Metslang 2017:67
GB185,see mees : need mehed,,see mees : need mehe-d,this man : DEM.PL man-PL,this man : these men,Erelt and Metslang 2017:67
GB187,majake,,maja-ke,maja-DIM,little house,Kasik 2015:67
GB193,kollane rätik,,kollane rätik,yellow towel,yellow towel,Erelt and Metslang 2017:385
GB203,kõik taotlused,,kõik taotluse-d,all application-PL,all applications,Erelt and Metslang 2017:127
GB204,igale lapsele,,iga-le lapse-le,every-ALL child-ALL,to every child,Erelt and Metslang 2017:127
GB250,Ma oman maja,,Ma oma-n maja,1SG own-1SG house.PRT,"I own a house, I have a house",Erelt and Metslang 2017:86
GB252,Tal on kaks last,,ta-l on kaks las-t,3SG-ADE be.3SG two child-PRT,S/he has two children,Erelt and Metslang 2017:312
GB257,Peeter tuli koju?,,Peeter tul-i koju,Peeter come-PST.3SG home.ILL,Did Peeter come home? ,Erelt and Metslang 2017:516
GB260,Tahad sa süüa?,,Taha-d sa süüa?,want-2SG 2SG eat.INF1,Do you want to eat?,Erelt and Metslang 2017:521
GB262,Kas Indiasse sõiduks on vaja viisat?,,kas India-sse sõidu-ks on vaja viisa-t,Q India-ILL drive-TRA be.3SG need visa-PRT  ,Do you need a visa to go to India?,Erelt and Metslang 2017:518
GB263,Tahad minuga koju tulla või?,,taha-d minu-ga koju tul-la või ,want-2SG 1SG-COM home.ILL come-INF1 Q,Do you want to come home with me?,Erelt and Metslang 2017:522
GB266,Jüri on Jaanist pikem,,Jüri on Jaani-st pik-em,Jüri be.3SG Jaan-ELA tall-CMPR,Jüri is taller than Jaan,Erelt and Metslang 2017:432
GB273,Jüri on pikem kui Jaan,,Jüri on pik-em kui Jaan,Jüri be.3SG tall.CMPR CONJ Jaan,Jüri is taller than Jaan,Erelt and Metslang 2017:432
GB299,Ta ei ole rumal,,ta ei ole rumal,3SG NEG be.CNG stupid ,S/he is not stupid,Erelt and Metslang 2017:182
GB301,Meie sinuga läheme reisima ,,meie sinu-ga lähe-me reisi-ma,1PL 2SG-COM go-1PL travel-INF2,You and I are going to travel,Erelt and Metslang 2017:208
GB304,Ülesanded olid meie poolt lahendatud,,ülesande-d ol-i-d meie poolt lahenda-tud,task-PL be-PST-PL 1PL.GEN by solve-PASS.PST.PTCP,The tasks had been done by us,Erelt and Metslang 2017:304
GB305 ,Poiss riietab ennast,,poiss riieta-b ennas-t,boy dress-3SG himself-PRT,Boy dresses himself,Erelt and Metslang 2017:238
GB312,elaksin,,ela-ksi-n,live-COND-1SG,I would live,Viht and Habicht 2019:114
GB323,sa tegevat,,sa tege-vat,2SG do-QUOT,you are said to do,Viht and Habicht 2019:342
GB325-1,Kui palju sa must noorem oled?,,kui palju sa mu-st noore-m ole-d,how much 2SG 1SG-ELA young-CMPR be-2SG,How much younger are you than me?,Erelt and Metslang 2017:525
GB325-2,Mitu last sul plaanis on?,,mitu las-t su-l plaani-s on,how.many child-PRT 2SG-ADE plan-INE be.3SG,How many children are you planning to have?,Erelt and Metslang 2017:525
GB327,"Mart, keda me usaldasime, vedas meid alt",,Mart ke-da me usalda-si-me veda-s mei-d alt,Mart who-PRT 1PL trust-PST-1PL drag-PST.3SG 1PL-PRT down ,"Mart, who we trusted, let us down",Erelt and Metslang 2017:747
GB400,ei ela,,ei ela,NEG live.CNG,(do/does) not live,Viht and Habicht 2019:116
GB401-1,Jüri ehmatas Marit,,Jüri ehmata-s Mari-t,Jüri startle-PST.3SG Mari-PRT,Jüri startled Mari,Kehayov and Vihman 2014:1096
GB401-2,Mari ehmatas,,Mari ehmata-s,Mari startle-PST.3SG,Mari startled / had a fright,Kehayov and Vihman 2014:1096
GB415,Te olete nii tagasihoidlik,,te ole-te nii tagasihoidlik ,2PL be-2PL so modest,You are so shy,Erelt and Metslang 2017:200
GB421,"Ta teadis, et sõbral oli õigus",,ta tead-is et sõbra-l ol-i õigus,3SG know-PST.3SG COMP friend-ADE be-PST.3SG right,S/he knew that the friend was right,Erelt and Metslang 2017:670
GB520,Ülemus jagas ülesanded ära,,ülemus jaga-s ülesande-d ära,boss distribute-PST.3SG task-PL away,The boss distributed the tasks,Erelt and Metslang 2017:106
