ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
GB048,,...ves komandə̑n madšə̑vläžӛ sv'ečkӛm xvat'at...,...ves komandə̑-n mad-šə̑-vlä-žӛ sv'ečkӛm xvat'at...,other team-GEN play-PTCP.ACT-PL-POSS.3SG candle-ACC grab-NPST.3PL,...the players of the other team will grab the candle...,Kaškin et al. 2023:68
GB107,,toldelam,tol-del-am,come-NEG.PRET-1SG,I didn't come,Kaškin et al. 2023:48
GB111-1,,pačeš,pač-eš,open-NPST.3SG,s/he opens,Kaškin et al. 2023:46
GB111-2,,və̑ča,və̑č-a,wait-NPST.3SG,s/he waits,Kaškin et al. 2023:46
GB113,,ə̑ngə̑ldaraš,ə̑ngə̑l-dar-aš,understand-CAUS-INF,to explain,Kaškin et al. 2023:64
GB114,,vas'a od'ejal dono levedälteš,vas'a od'ejal dono leved-ält-eš,PN blanket with cover-MED-NPST.3SG,Vasya covered himself with the blanket,Kaškin et al. 2023:512
GB115,,kaštmaštə̑ täŋgβläät βäšliältət,kašt-maštə̑ täŋg-βlä=ät βäšli-ält-ət,go-NMLZ.INE friend-PL=ADD meet-MED-NPST.3PL,In the train even friends meet,Kaškin et al. 2023:513
GB117,,mӛn'ӛ cever ə̑lam,mӛn'ӛ cever ə̑l-am,1SG beautiful be-NPST.1SG,I am beautiful,Kaškin et al. 2023:562
GB120-1,,pet'a izižӛ godə̑m každə̑j kečӛn lemӛm kačkeš ə̑l'ə̑ / ə̑lə̑n,pet'a izi-žӛ god-ə̑m každə̑j kečӛ-n lem-ӛm kačk-eš ə̑l'ə̑ / ə̑lə̑n,PN little-POSS>3SG time-ACC every day-GEN soup-ACC eat-NPST.3SG be-AOR.3SG / be-PRET,Petya used to eat soup every day in his childhood,Kaškin et al. 2023:338
GB120-2,,"kə̑nam mӛn'ӛ pə̑rə̑šə̑m, vas'a kn'igäm lə̑deš ə̑l'ə̑","kə̑nam mӛn'ӛ pə̑rə̑-š-ə̑m, vas'a kn'igä-m lə̑d-eš ə̑l'ə̑",when 1SG enter-AOR-1SG PN book-ACC read-NPST.3SG be-AOR.3SG,When I entered Vasya was reading a book,Kaškin et al. 2023:340
GB121,,mӛn' školӛškӛ kejem ə̑l'ə̑ / ə̑lə̑n,mӛn' škol-ӛškӛ kej-em ӛl'-ӛ / ӛl-ӛn,1SG school-ILL go-NPST.1SG be-AOR.3SG / be-PRET,I went to school,Kaškin et al. 2023:512
GB122,,kot'i patə̑lə̑m kačkə̑n kolten,kot'i patə̑l-ə̑m kačk-ə̑n kolt-en,cat sour_cream-ACC eat-CVB send-PRET,The cat ate up the sour cream,Kaškin et al. 2023:432
GB126,,kӛdežӛštӛ stölvlä ulə̑,kӛdež-ӛštӛ stöl-vlä ulə̑,room-INE table-PL EXIST,There are tables in the room,Kaškin et al. 2023:563
GB130,,ӛrvezӛ mäčik don madeš,ӛrvezӛ mäčik don mad-eš,boy ball with play-NPST.3SG,A boy is playing with the ball,Kaškin et al. 2023:554
GB134,,"maša užeš, kə̑ce äväžӛ rokolmam šolta","maša už-eš, kə̑ce ävä-žӛ rokolma-m šol-t-a",PN see-NPST.3SG how mother-POSS.3SG potato-ACC boil-CAUS-NPST.3SG,Masha sees how the mother is cooking potatoes,Kaškin et al. 2023:733
GB135,,äväžӛ vas'an mӛn'ӛm obižäjӛmӛm užə̑n,ävä-žӛ vas'a-n mӛn'-ӛm obižäjӛ-mӛ-m už-ə̑n,mother-POSS.3SG PN-GEN 1SG-ACC offend-NMLZ-ACC see-PRET,His mother saw Vasya offending me,Kaškin et al. 2023:726
GB136,,šim cӛvӛ lə̑ktə̑n cӛvigӛvläm,šim cӛvӛ lə̑kt-ə̑n cӛvigӛ-vlä-m,black chicken extract-PRET chick-PL-ACC,The black chicken brought out chicks,Kaškin et al. 2023:554
GB139,,it tol,i-t tol,PROH-2SG come.CONNEG,Don't come!,Kaškin et al. 2023:60
GB147,,olmavlä pogaltə̑nə̑t,olma-vlä pog-alt-ə̑n-ə̑t,apple-PL collect-MED-PRET-3PL,Apples were collected,Kaškin et al. 2023:507
GB150-1,,mӛn' oksam mon näldelam,mӛn' oksa=m mo-n näl-del-am,1SG money-ACC find-CVB take-NEG.PRET-1SG,I found money and didn't take them,Kaškin et al. 2023:768
GB150-2,,vas'a čeboksarə̑š kemӛkӛ ik ištӛ tolə̑n,vas'a čeboksar-ə̑š kemӛkӛ ik ištӛ tol-ə̑n,PN PN-ILL go-CVB.ANT one year-INE come-PRET,"After having gone to Cheboksary, Vasya returned in one year",Kaškin et al. 2023:777
GB155,,tärvätäš,tärvä-tä-š,move.oneself-CAUS-INF,to move,Kaškin et al. 2023:231
GB160,,nӛnӛ pazarə̑š vӛzӛtӛn vӛzӛtӛn kə̑dalə̑štə̑t,nӛnӛ pazar-ə̑š vӛz-ӛt-ӛn vӛz-ӛt-ӛn kə̑dal-ə̑št-ə̑t,3PL market-ILL five-FULL-ADV five-FULL-ADV go-ITER3-NPST.3PL,They go to the marker in a group of five,Kaškin et al. 2023:231
GB193,,kelgӛ karemvlä mӛläm kelšät,kelgӛ karem-vlä mӛ-läm kelš-ät,deep ravine-PL 1SG-DAT.1SG.POSS like-NPST.3PL,I like deep ravines,Kaškin et al. 2023:157
GB203,,xalə̑k cilä mongə̑rə̑škə̑ kə̑rgə̑žeš,xalə̑k cilä mongə̑r-ə̑škə̑ kə̑rgə̑ž-eš,people all side-ILL run-NPST.3SG,People are running away in all directions,Kaškin et al. 2023:85
GB254,,pet'an lu tängäžə̈ kodə̑n,pet'a-n lu tängä-žə̈ kod-ə̑n,PN-GEN ten ruble-POSS.3SG remain-PRET,Petya has 10 rubles remaining,Kaškin et al. 2023:488
GB263,,vas'a tolə̑n väl?,vas'a tol-ə̑n väl?,PN come-PRET PTCL.INTERR,Did Vasya come?,Kaškin et al. 2023:557
GB266,,vas'a pet'a gə̈c kogo(rak),vas'a pet'a gə̈c kogo(-rak),PN PN PP.ELA big(-CMPR),Vasya is older than Petya,Kaškin et al. 2023:664
GB273,,t'eatə̑rə̑škə̑ šə̈reräkə̈n kaštam čem k'inoškə̑,t'eatə̑r-ə̑škə̑ šə̈reräk-ə̈n kaštam čem k'inoškə̑,theater-ILL often-CMRP-ADV go-NPST.1SG than cinema-ILL,I go more often to the theater than to the cinema,Kaškin et al. 2023:664
GB275,,kogorak,kogo-rak,big-CMPR,bigger,Kaškin et al. 2023:28
GB298,,am tol,a-m tol,NEG.NPST-1SG come,I will not come,Kaškin et al. 2023:48
GB301,,mä maša dono kə̈ckə̈m pogaš kenä,mä maša dono kə̈ckə̈-m pog-aš ke-nä,1PL PN with berry-ACC gather-INF go-NPST.1PL,We with Masha (two people) are going to pick up berries,Kaškin et al. 2023:107
GB304,,pičə̈ ə̑lə̑n krasə̑mə̑ ə̈zäm dono,pičə̈ ə̑l-ə̑n krasə̑-mə̑ ə̈zä-m dono,fence be-PRET paint-PTCP.PASS elder_brother-POSS.1SG with,The fence was painted by my elder brother,Kaškin et al. 2023:102
GB305,,mə̈n' mešäkə̈m škə̈mem dokə̑ šə̑pšə̑lə̑nam,mə̈n' mešäk-ə̈m ške do-kə̑ šə̑pš-ə̑l-ə̑n-am,1SG sack-ACC REFL to-ILL-POSS.1SG pull-ITER-PRET-1SG,I pulled the sack to me,Kaškin et al. 2023:39
GB309,,"kə̑nam mä tolə̑nna, kə̑čə̈ šə̈nzə̈n ə̑lə̑n","kə̑nam mä tol-ə̑n-na, kə̑čə̈ šə̈nz-ə̈n ə̑lə̑n",when 1PL come-PRET-1PL sun set.down-PRET be-PRET,"When we returned, the sun had already set",Kaškin et al. 2023:341
GB326,,saša küm väšlin?,saša kü-m väšli-n?,PN who-ACC meet-PRET,Whom did Sasha meet?,Kaškin et al. 2023:559-560
GB327,,"mə̈n' užam pim, kə̑də̑ toma saga šə̈nzä","mə̈n' už-am pi-m, kə̑də̑ toma saga šə̈nz-ä",1SG see-NPST.1SG dog-ACC which house next sit-NPST.3SG,I see the dog that sits next to the house,Kaškin et al. 2023:699
GB328,,urokə̑m ə̈stə̈šə̈ ə̈rvezäš mə̈n'ə̈n šol'aem ə̑leš,urok-ə̑m ə̈stə̈-šə̈ ə̈rvezäš mə̈n'-ə̈n šol'a-em ə̑l-eš,lesson-ACC do-PTCP.ACT boy 1SG-GEN younger.brother-1SG.POSS be-NPST.3SG,The boy doing homework is my younger brother,Kaškin et al. 2023:701
GB329,,kə̑də̑ / ma / maxan' sə̑kə̑rə̑m tə̈n' nälə̈nät stöl və̈lnə̈ kiä,kə̑də̑ / ma / maxan' sə̑kə̑r-ə̑m tə̈n' näl-ə̈n-ät stöl və̈l-nə̈ ki-ä,which.one / what / what.kind.of bread-ACC 2SG take-PRET-2SG table on-INE2 lie-NPST.3SG,The bread which you bought lies on the table,Kaškin et al. 2023:715
GB330,,"kə̑də̑ ə̈rvezäš urokə̑m ak ə̈štə̈, tə̈də̈ jalaxaj ə̑leš","kə̑də̑ ə̈rvezäš urok-ə̑m a-k ə̈štə̈, tə̈də̈ jalaxaj ə̑l-eš",which.one boy lesson-ACC NEG.NPST-3 do.CNG 3SG lazy be-NPST.3SG,The boy who is not doing his homework is lazy,Kaškin et al. 2023:715
GB408,,pet'a mašam puštə̑n,pet'a maša-m pušt-ə̑n,Petya Masha-ACC kill-PRET,Petya killed Masha,Kaškin et al. 2023:481
GB421,,"šajə̑lštə̑t ə̑l'ə̑, što buržə̑ pə̑də̑rgen vaštok","šajə̑lšt-ə̑t ə̑l'ə̑, što bur-žə̑ pə̑də̑r-g-en vašt=ok",say-NPST.3PL be-AOR.3SG COMP borer-3SG.POSS break.down-DETR1-PRET through=EMPH,It is said that the borer had broken down completely,Kaškin et al. 2023:733
GB422,,tə̈də̈ cever agə̑l manə̑n mə̈n' am tumajə̑,tə̈də̈ cever agə̑l man-ə̑n mə̈n' am tumajə̑,3sg beautiful NEG say-CVB 1SG NEG.NPST-1SG think,I don't think that she is not beautiful,Kaškin et al. 2023:571
GB433,,ti ə̈də̈rə̈n äkäžə sv'itə̈rə̈m pidə̈n,ti ə̈də̈r-ə̈n äkä-žə sv'itə̈r-ə̈m pid-ə̈n,this girl-GEN elder.sister-3SG.POSS sweater-ACC knit-PRET,This girl's elder sister knitted a sweater,Kaškin et al. 2023:168
GB522,,kn'igä don pə̑ra,kn'igä don pə̑r-a,book with come-NPST.3SG,(S)he comes with a book,Kaškin et al. 2023:102
