ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
GB126,tahari͡abə təndə sʲiti bəŋgüʔtüə təiču,,tahari͡abə təndə sʲiti bəŋgüʔtüə təi-ču,now there two burrow EX-AOR.3SG,"Now, there are two burrows",Wagner-Nagy 2019:355
GB130,ńuə kundaʔa bəbətə,,ńuə kunda-ʔa bəbə-tə,child fall.asleep-AOR.3SG bed-LAT,The child fell asleep in the bed,Wagner-Nagy 2019:291
GB133,D'ajkaŋkurə kərutətu məumənɨ kəndaʔkumtu ŋimi͡aɁtɨ,,D'ajka-ŋku-rə kərutətu məu-mənɨ kənda-ʔku-mtu ŋimi͡aɁ-tɨ,Dyaiku-DIM-2SG.POSS simply.GEN earth-PROL sledge-DIM-ACC.3SG.POSS drag-AOR.3SG,Dyaiku pulls his sledge on the land,Wagner-Nagy 2019:388-389
GB134,mənə ńindɨm munəʔ sɨtɨ ńisɨðǝ tuʔ,,mənə ńin-dɨ-m mun-ə-ʔ sɨtɨ ńi-sɨðǝ tu-ʔ,1SG NEG.AUX-AOR.1SG say-EP-CN 3SG NEG.AUX-FUT.3SG come-CN,I did not say that s/he won't come,Wagner-Nagy 2019:435
GB147,"mɨǝðǝðičiŋ huturǝtǝbambum, mǝnǝ kasaʔinǝ koturuʔ",,"mɨǝðǝ-ði-čiŋ huturǝ-tǝ-bambu-m, mǝnǝ kasa-ʔi-nǝ kotu-ru-ʔ",sleigh.caravan-PL.DST-ACC.PL.3PL.POSS harness-IPFV-REP-1SG 1SG almost-AOR.RFL-1SG.RFL kill-PASS-CN,"I am ordered to harness the sleigh caravan for them, I was almost killed",Wagner-Nagy 2019:100
GB155,sjüartətu taamtu koturubtaɁa,,sjüar-tə-tu taa-mtu kotu-rubta-Ɂa,friend-LAT-OBL.3SG.POSS domestic.reindeer-ACC.3SG.POSS kill-CAUS-AOR.3SG,S/he had his/her friend kill the domestic reindeer,Wagner-Nagy 2019:306
GB184,aniʔkaʔ maðǝʔ,,aniʔka-ʔ mað-ǝʔ,big-PL tent-PL,big tents,Wagner-Nagy 2019:309
GB187,kolaɁku,,kol-aɁku,fish-DIM,little fish,Wagner-Nagy 2019:512
GB188,muŋkuɁu͡a,,muŋku-Ɂu͡a,tree-AUG,big tree,Wagner-Nagy 2019:509
GB203-1,bǝnsǝ kuhu ibahu ŋanuǝ bǝnsǝ,,bǝnsǝ kuhu i-bahu ŋanuǝ bǝnsǝ,all skin be-REP.3SG real all,"People say that he wears skin (lit. ""he's all skin"")",Wagner-Nagy 2019:315
GB203-2,"ǝiɁ, kobtu͡arbaɁaɁ bǝńd'ǝɁ hotuǝj tunsɨtɨɁ tǝ",,"ǝiɁ, kobtu͡a-rbaɁa-Ɂ bǝńd'ǝ-Ɂ hotuǝ-j tunsɨ-tɨ-Ɂ tǝ",EXCL girl-AUG-PL all-PL cheek-ACC.PL put-AOR-3PL EXCL,All the girls presented their cheeks (to be kissed),Wagner-Nagy 2019:315
GB204,mǝu d'a sǝčǝɁkiɁǝ: bǝńd'ikaɁ ńoðǝɁ heði͡atɨɁ,,mǝu d'a sǝčǝ-Ɂki-Ɂǝ: bǝńd'ika-Ɂ ńoðǝ-Ɂ heði͡a-tɨ-Ɂ,earth.GEN ALL scrutinize-RES-AOR.3SG all.of.them-PL grass-PL be.stable-AOR-3PL,S/he looked at the ground: all the grass was in its place. [i.e. where it was supposed to be],Wagner-Nagy 2019:315-316
GB250,tahari͡abə təbtə kobtu͡aj hontɨ,,tahari͡abə təbtə kobtu͡a-j hon-tɨ,now also girl-ACC.PL have-AOR.3SG,"Now, he has daughters, too",Wagner-Nagy 2019:361
GB254,təti səmaʔtu bəjkunaŋku iniʔi͡aʔkuðu təisʲüə,,təti səmaʔtu bəjku-naŋku iniʔi͡a-ʔku-ðu təi-sʲüə,this Enets old.man-DIM wife-DIM-3SG.POSS EX-PST.3SG,This old Enets had a wife,Wagner-Nagy 2019:360
GB266,sɨtɨ maküəgətətu tətirə əlɨgaɁku,,sɨtɨ ma-küə-gətə-tu təti-rə əlɨgaɁku,3SG.GEN tent-EMPH-ELA-OBL.3SG.POSS that-2SG.POSS small.3SG,This one was smaller than his tent,Wagner-Nagy 2019:391
GB304,hoðür hotəraɁa sʲüartənə,,hoðür hotə-ra-Ɂa sʲüar-tə-nə,letter write-PASS-AOR.3SG friend-LAT-OBL.1SG,The letter is written by my friend,Wagner-Nagy 2019:295
GB323-1,sʲilʲakəu maad'a koirihi͡aðɨŋ,,sʲilʲakə=u maad'a koi-ri-hi͡aðɨ-ŋ,board=EXCL why leave-PASS-INFER.RFL-2SG.RFL,"Board, why were you left here?",Wagner-Nagy 2019:276
GB323-2,ńibi͡ahɨm maagəlʲičə təðuɁ,,ńi-bi͡ahɨ-m maa-gəlʲičə təðu-Ɂ,NEG.AUX-REP-1SG what-EMPH.ACC bring-CN,It has been said that I hadn't brought anything,Wagner-Nagy 2019:280
GB326,hii ďüðɨďərďə sɨlɨ mununtəŋu,,hii ďüðɨďərďə sɨlɨ munu-ntə-ŋu,night.GEN middle.ACC who say-FUT-INTER.3SG,Who will show the middle of the night?,Wagner-Nagy 2019:384
GB327,ou tahari͡aa ŋad'aðu koid'iəd'əəðɨ təniðə ŋońd'iʔə,,ou tahari͡aa ŋad'a-ðu koi-d'iəd'əə-ðɨ təniðə ŋońd'i-ʔə,EXCL now younger.sibling-3SG.POSS leave-PTCP.PST-3SG.POSS from.here go.out-AOR.3SG,"The sister, who left here, went out",Wagner-Nagy 2019:453
GB328,tujsʲüəd'əə nɨ ŋəməbtaʔam,,tuj-sʲüəd'əə nɨ ŋəm-ə-bta-ʔa-m,come-PTCP.PST.ACC woman.ACC eat-EP-CAUS-AOR-1SG,I gave something to eat to the woman who had just arrived,Wagner-Nagy 2019:453
GB410,tənə sʲüľü-bta-Ɂa-m tənə ŋəɁ i-sʲüðə-ŋ əmnɨ i-bahu ,,tənə sʲüľü-bta-Ɂa-m tənə ŋəɁ i-sʲüðə-ŋ əmnɨ i-bahu ,you.SG.[ACC] come.to.life-CAUS-AOR-1SG you.SG shaman be-FUT-2SG here be-REP.[3SG],"I revived you, now you will be a shaman",Wagner-Nagy 2019:239
GB432,kou ďiðar,,kou ďiðar,sun.GEN ray,the sun's ray,Wagner-Nagy 2019:317
GB522,təbtə ńisɨəmə ńaagəiʔ d'indiʔ,,təbtə ńi-sɨə-mə ńaagəi-ʔ d'indi-ʔ,also NEG.AUX-PST.1SG.OC good-ADV hear-CN,I did not hear it well,Wagner-Nagy 2019:107
